Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
1994,6,16,4,700,700,810,810,WN,603,NA,70,70,NA,0,0,LAX,PHX,370,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1998,10,22,4,1055,1100,1158,1203,AA,436,N278AA,123,123,103,-5,-5,MIA,MSY,674,5,15,0,NA,0,NA,NA,NA,NA,NA
1991,11,11,1,920,920,1033,1045,WN,943,NA,73,85,NA,-12,0,MDW,MCI,405,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2007,4,5,4,1045,1047,1151,1153,FL,959,N968AT,66,66,52,-2,-2,BWI,ROC,277,6,8,0,,0,0,0,0,0,0
1996,11,13,3,1336,1335,1555,1559,UA,1558,N9030U,79,84,57,-4,1,ORD,BUF,473,4,18,0,NA,0,NA,NA,NA,NA,NA
2003,1,1,3,1746,1750,1856,1859,UA,1905,N202UA,190,189,171,-3,-4,CMH,DEN,1155,9,10,0,NA,0,NA,NA,NA,NA,NA
2007,7,31,2,4,2356,545,533,US,228,N644AW,221,217,187,12,8,LAS,ORD,1515,15,19,0,,0,0,0,0,0,0
1997,11,23,7,1335,1330,1451,1445,DL,1470,N8889Z,76,75,52,6,5,LIT,DFW,304,12,12,0,NA,0,NA,NA,NA,NA,NA
2007,1,22,1,2025,2039,2155,2209,AS,387,N795AS,90,90,65,-14,-14,SAN,SFO,447,6,19,0,,0,0,0,0,0,0
1998,10,21,3,1205,1130,1359,1335,WN,974,N690,114,125,99,24,35,OAK,GEG,723,3,12,0,NA,0,NA,NA,NA,NA,NA
2001,12,26,3,1800,1550,1904,1650,WN,1803,N640@@,64,60,42,134,130,HOU,MSY,303,9,13,0,NA,0,NA,NA,NA,NA,NA
1987,11,9,1,2200,2200,2309,2315,AA,2014,NA,69,75,NA,-6,0,SFO,LAX,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2001,5,23,3,851,850,1103,1105,CO,1233,N14325,192,195,166,-2,1,DCA,IAH,1208,5,21,0,NA,0,NA,NA,NA,NA,NA
1995,3,29,3,845,835,1004,940,WN,304,N96,79,65,72,24,10,MSY,HOU,303,2,5,0,NA,0,NA,NA,NA,NA,NA
2004,1,27,2,1424,1430,1529,1537,OO,6278,N224SW,59,67,147,-8,0,DEN,GJT,212,3,14,0,,0,0,0,0,0,0
1994,4,29,5,1623,1624,1731,1735,US,2204,NA,68,71,NA,-4,-1,BUF,LGA,292,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1997,10,12,7,NA,800,NA,1111,UA,837,UNKNOW,NA,371,NA,NA,NA,JFK,SFO,2586,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,2,8,4,820,820,1125,1125,WN,418,N379@@,125,125,104,0,0,MDW,PVD,842,3,18,0,NA,0,NA,NA,NA,NA,NA
2007,12,4,2,2143,2025,106,2355,MQ,3615,N523AE,143,150,120,71,78,DFW,CLE,1021,6,17,0,,0,0,0,0,0,71
1997,10,18,6,1709,1709,1751,1755,HP,2485,N304AW,162,166,140,-4,0,MCI,PHX,1044,6,16,0,NA,0,NA,NA,NA,NA,NA
2005,3,15,2,734,736,725,735,EV,4316,N880AS,51,59,41,-10,-2,ATL,BNA,214,2,8,0,,0,0,0,0,0,0
1997,12,12,5,1437,1439,1622,1610,HP,2801,N182AW,105,91,86,12,-2,PHX,SLC,507,4,15,0,NA,0,NA,NA,NA,NA,NA
2001,1,17,3,1559,1600,1913,1936,UA,999,N5711,374,396,347,-23,-1,BOS,SFO,2704,7,20,0,NA,0,NA,NA,NA,NA,NA
1988,3,26,6,1007,1005,1059,1104,AA,362,NA,52,59,NA,-5,2,RDU,ORF,160,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2004,12,12,7,1954,1955,2340,2315,DL,1751,N3752,406,380,365,25,-1,JFK,SFO,2586,14,27,0,,0,0,0,25,0,0
1998,2,6,5,940,940,1127,1208,US,141,N515AU,287,328,274,-41,0,PIT,SNA,2115,5,8,0,NA,0,NA,NA,NA,NA,NA
1995,3,15,3,1548,1550,1811,1809,US,869,N586US,143,139,127,2,-2,MCO,PHL,861,3,13,0,NA,0,NA,NA,NA,NA,NA
1993,10,2,6,918,920,1215,1213,NW,1044,NA,117,113,NA,2,-2,BIL,MSP,748,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,7,1,6,1135,1135,1206,1210,DL,392,NA,31,35,NA,-4,0,SDF,CVG,83,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1995,6,5,1,1149,1136,1309,1313,UA,2187,N305UA,80,97,67,-4,13,LAS,SFO,414,4,9,0,NA,0,NA,NA,NA,NA,NA
2006,1,20,5,1010,1010,1129,1133,NW,1286,N918RW,79,83,64,-4,0,MSP,MDW,349,4,11,0,,0,0,0,0,0,0
1994,11,13,7,1535,1520,1642,1625,WN,1869,NA,67,65,NA,17,15,SLC,BOI,291,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,12,2,5,745,745,924,927,AA,1316,NA,99,102,NA,-3,0,SRQ,RDU,625,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,8,20,6,1840,1809,1931,1919,TW,900,NA,51,70,NA,12,31,BWI,JFK,184,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1992,2,20,4,1103,1105,1412,1418,UA,596,NA,129,133,NA,-6,-2,SMF,DEN,910,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2003,3,6,4,1002,1005,1212,1205,CO,1631,N17663,130,120,112,7,-3,BOS,CLE,563,4,14,0,NA,0,NA,NA,NA,NA,NA
1999,1,30,6,1725,1725,2017,2030,WN,366,N510,112,125,103,-13,0,MDW,PVD,842,2,7,0,NA,0,NA,NA,NA,NA,NA
1991,8,1,4,1600,1555,1815,1759,DL,511,NA,75,64,NA,16,5,BNA,ATL,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1997,6,3,2,1257,1300,1514,1511,US,2329,N812US,137,131,117,3,-3,MCO,BWI,787,5,15,0,NA,0,NA,NA,NA,NA,NA
2001,6,5,2,1756,1730,1959,1935,WN,911,N350@@,63,65,50,24,26,PHX,ABQ,328,4,9,0,NA,0,NA,NA,NA,NA,NA
1998,10,5,1,1206,1210,2006,1959,US,620,N575US,300,289,275,7,-4,LAS,PHL,2176,8,17,0,NA,0,NA,NA,NA,NA,NA
2000,11,9,4,627,630,903,909,US,2690,N265AU,156,159,135,-6,-3,TPA,LGA,1011,8,13,0,NA,0,NA,NA,NA,NA,NA
1989,8,13,7,1857,1830,2219,2149,AA,1036,NA,202,199,NA,30,27,MIA,BOS,1258,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1995,4,23,7,729,729,843,847,TW,870,N9401W,74,78,55,-4,0,SLC,DEN,391,5,14,0,NA,0,NA,NA,NA,NA,NA
1989,4,26,3,1536,1535,1721,1715,PI,1452,NA,105,100,NA,6,1,CLT,JFK,541,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1992,12,29,2,NA,2010,NA,2144,UA,1559,NA,NA,94,NA,NA,NA,BOS,IAD,413,NA,NA,1,NA,0,NA,NA,NA,NA,NA
1988,4,7,4,1541,1515,1632,1605,AA,2144,NA,51,50,NA,27,26,TVL,SFO,157,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2007,7,23,1,1227,1224,1355,1407,NW,215,N556NW,268,283,239,-12,3,DTW,SEA,1927,6,23,0,,0,0,0,0,0,0
1999,1,7,4,900,900,1010,1010,WN,1323,N366,70,70,52,0,0,SJC,LAX,308,7,11,0,NA,0,NA,NA,NA,NA,NA
1991,7,2,2,2053,2051,2138,2136,CO,595,NA,165,165,NA,2,2,IAH,PHX,1009,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,12,7,4,1330,1330,1351,1357,NW,815,NA,81,87,NA,-6,0,TYS,MEM,342,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2004,3,5,5,2110,2030,2332,2307,US,643,N776AU,142,157,125,25,40,PIT,PBI,952,6,11,0,,0,25,0,0,0,0
1996,10,19,6,1930,1930,2130,2125,WN,875,N105,60,55,49,5,0,MDW,CMH,284,5,6,0,NA,0,NA,NA,NA,NA,NA
1993,3,4,4,845,817,951,925,AA,2078,NA,66,68,NA,26,28,DSM,ORD,299,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2007,4,23,1,735,740,1131,1114,UA,480,N376UA,176,154,130,17,-5,OAK,DEN,957,18,28,0,,0,0,0,17,0,0
1988,2,19,5,2025,1850,34,2329,CO,1086,NA,189,219,NA,65,95,IAH,BOS,1597,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,3,3,6,1920,1920,2047,2105,AA,1195,NA,147,165,NA,-18,0,CLT,DFW,936,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,13,5,1451,1425,1613,1535,WN,888,NA,142,130,NA,38,26,AUS,PHX,872,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,4,3,7,1650,1644,2024,2030,DL,1044,NA,154,166,NA,-6,6,DFW,BWI,1217,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2003,5,22,4,1343,1312,1821,1804,NW,610,N333NW,158,172,141,17,31,GEG,MSP,1175,4,13,0,NA,0,NA,NA,NA,NA,NA
2002,3,14,4,936,940,1108,1104,US,1639,N607AU,92,84,59,4,-4,PIT,CLT,366,17,16,0,NA,0,NA,NA,NA,NA,NA
2005,10,29,6,748,800,1013,1016,AS,605,N793AS,145,136,129,-3,-12,LAS,PDX,762,3,13,0,,0,0,0,0,0,0
1996,7,10,3,2138,1959,2311,2127,AS,160,N756AS,93,88,80,104,99,ANC,JNU,571,2,11,0,NA,0,NA,NA,NA,NA,NA
2003,6,27,5,1819,1710,2022,1900,XE,2432,N14568,123,110,77,82,69,EWR,CLT,529,3,43,0,,0,0,0,13,0,69
1999,9,10,5,828,0,1330,0,AA,1280,N535AA,182,175,147,6,-1,SAN,DFW,1171,16,19,0,NA,0,NA,NA,NA,NA,NA
1990,6,20,3,1643,1643,1735,1733,TW,505,NA,112,110,NA,2,0,PIT,STL,553,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2004,4,10,6,1800,1807,1950,2000,DH,7390,N709BR,110,113,75,-10,-7,FAR,ORD,557,25,9,0,,0,0,0,0,0,0
2006,4,8,6,2255,2250,2253,2257,EV,4473,N825AS,58,67,36,-4,5,ATL,VPS,264,5,17,0,,0,0,0,0,0,0
2002,4,21,7,1611,1615,1841,1851,DL,2355,N323DL,150,156,123,-10,-4,EWR,MCO,938,5,22,0,NA,0,NA,NA,NA,NA,NA
2005,9,22,4,1500,1300,1721,1522,NW,406,N783NC,141,142,114,119,120,DFW,MSP,852,3,24,0,,0,119,0,0,0,0
1994,2,1,2,957,1001,1315,1337,AA,1538,NA,138,156,NA,-22,-4,SLC,DFW,988,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2005,5,14,6,637,645,826,830,XE,2195,N14514,109,105,87,-4,-8,MGM,IAH,554,14,8,0,,0,0,0,0,0,0
1989,3,23,4,1322,1320,1711,1655,CO,3,NA,469,455,NA,16,2,HNL,GUM,3801,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,5,5,6,1848,1850,1953,2005,US,149,NA,245,255,NA,-12,-2,CLE,LAS,1825,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1995,10,12,4,2247,2230,629,619,US,412,N604AU,282,289,266,10,17,LAX,PHL,2401,5,11,0,NA,0,NA,NA,NA,NA,NA
1992,10,5,1,1425,1425,1548,1550,WN,794,NA,83,85,NA,-2,0,OAK,SAN,446,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2004,2,9,1,620,620,839,856,OH,5176,N526CA,79,96,67,-17,0,LIT,CVG,513,4,8,0,,0,0,0,0,0,0
1996,7,31,3,1327,1330,1425,1417,NW,1589,N955N,58,47,28,8,-3,CLE,DTW,95,8,22,0,NA,0,NA,NA,NA,NA,NA
2005,2,19,6,656,700,821,826,NW,395,N370NW,85,86,67,-5,-4,ORD,MSP,334,4,14,0,,0,0,0,0,0,0
1999,9,25,6,951,918,1244,1145,US,1807,N438US,173,147,138,59,33,PIT,PBI,952,6,29,0,NA,0,NA,NA,NA,NA,NA
2006,5,8,1,1132,1130,1501,1505,US,1040,N612AU,209,215,170,-4,2,CLT,STT,1520,4,35,0,,0,0,0,0,0,0
1995,10,6,5,845,845,1100,1106,DL,998,N2809W,135,141,120,-6,0,MCO,EWR,938,5,10,0,NA,0,NA,NA,NA,NA,NA
2005,6,15,3,1922,1925,2249,2238,XE,2754,N14960,147,133,110,11,-3,IAH,TYS,772,6,31,0,,0,0,0,0,0,0
2005,6,30,4,1243,1208,1505,1409,NW,1981,N781NC,142,121,125,56,35,MYR,DTW,636,8,9,0,,0,0,35,21,0,0
2006,7,10,1,2118,2112,2249,2251,NW,1446,N755NW,91,99,78,-2,6,DTW,ORF,529,3,10,0,,0,0,0,0,0,0
2003,8,1,5,1555,1555,1709,1706,DL,592,N910DE,74,71,50,3,0,ATL,GSO,306,4,20,0,,0,0,0,0,0,0
2001,12,26,3,657,700,1009,959,CO,1131,N59630,252,239,210,10,-3,EWR,DFW,1372,21,21,0,NA,0,NA,NA,NA,NA,NA
1988,10,26,3,748,750,921,914,AA,361,NA,93,84,NA,7,-2,ORD,BNA,409,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2005,8,17,3,830,830,943,1000,OH,5500,N340CA,73,90,61,-17,0,RDU,LGA,431,7,5,0,,0,0,0,0,0,0
1997,8,27,3,2030,2030,2146,2150,WN,911,N639,76,80,68,-4,0,SMF,SAN,480,2,6,0,NA,0,NA,NA,NA,NA,NA
2001,9,18,2,922,925,1109,1120,DL,1292,N927D1,47,55,28,-11,-3,HSV,ATL,151,6,13,0,NA,0,NA,NA,NA,NA,NA
1994,4,12,2,1914,1909,2109,2059,DL,1405,NA,235,230,NA,10,5,DFW,PDX,1616,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1997,3,10,1,1245,1250,1808,1754,CO,1118,N69311,203,184,179,14,-5,ONT,IAH,1334,10,14,0,NA,0,NA,NA,NA,NA,NA
1991,11,6,3,852,855,1127,1145,CO,852,NA,155,170,NA,-18,-3,FLL,LGA,1076,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1993,2,10,3,803,805,1031,1029,DL,236,NA,148,144,NA,2,-2,MCO,LGA,950,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1992,12,2,3,2036,2031,2337,2345,DL,652,NA,121,134,NA,-8,5,DFW,JAX,919,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,5,6,1823,1618,1947,1743,UA,1514,NA,84,85,NA,124,125,SFO,EUG,451,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,2,15,1,1840,1840,2045,2045,HP,429,NA,65,65,NA,0,0,SAN,PHX,304,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,6,29,5,2145,2141,2234,2220,DL,373,NA,49,39,NA,14,4,MCO,SRQ,104,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,3,3,6,1819,1805,2041,2044,AA,573,NA,202,219,NA,-3,14,PHL,DFW,1302,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1994,3,6,7,1050,1025,1200,1140,WN,1083,NA,70,75,NA,20,25,OKC,HOU,419,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,29,7,1629,1530,2223,2113,CO,464,NA,234,223,NA,70,59,DEN,LGA,1619,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2004,2,11,3,1148,1155,1802,1757,CO,1244,N33203,254,242,225,5,-7,SEA,IAH,1874,18,11,0,,0,0,0,0,0,0
1987,10,13,2,735,735,937,924,DL,417,NA,62,49,NA,13,0,BNA,ATL,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1996,8,19,1,1616,1514,NA,1721,UA,303,N413UA,NA,247,NA,NA,62,ORD,SNA,1726,0,15,0,NA,1,NA,NA,NA,NA,NA
1997,3,16,7,928,929,1121,1115,US,219,N960VJ,113,106,90,6,-1,BOS,PIT,496,5,18,0,NA,0,NA,NA,NA,NA,NA
1999,6,14,1,2004,2000,2047,2041,HP,2441,N627AW,43,41,25,6,4,PHX,TUS,110,6,12,0,NA,0,NA,NA,NA,NA,NA
2005,2,24,4,2020,1945,2353,2321,UA,1470,N481UA,153,156,137,32,35,ORD,MCO,1005,6,10,0,,0,9,0,0,0,23
2000,7,6,4,1530,1510,1644,1628,DL,1289,N998DL,74,78,52,16,20,CAE,ATL,191,9,13,0,NA,0,NA,NA,NA,NA,NA
2005,2,18,5,1034,950,1213,1112,CO,1709,N57852,219,202,177,61,44,IAH,LAS,1222,5,37,0,,0,0,0,61,0,0
1997,10,17,5,1607,1601,1721,1723,US,132,N441US,74,82,57,-2,6,PIT,EWR,319,4,13,0,NA,0,NA,NA,NA,NA,NA
1988,3,22,2,1331,1330,1506,1513,AA,947,NA,155,163,NA,-7,1,TPA,DFW,929,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1999,2,8,1,1115,1105,1209,1200,WN,609,N82,54,55,44,9,10,MSY,BHM,321,4,6,0,NA,0,NA,NA,NA,NA,NA
2006,1,1,7,1439,1445,1924,1933,XE,2814,N11187,165,168,141,-9,-6,DEN,CLE,1201,9,15,0,,0,0,0,0,0,0
2002,3,6,3,1849,1855,2010,2015,US,1174,N408US,81,80,61,-5,-6,DCA,CLT,331,5,15,0,NA,0,NA,NA,NA,NA,NA
2001,2,23,5,1017,1015,1211,1212,DL,1999,N1605@,294,297,267,-1,2,ATL,LAX,1946,10,17,0,NA,0,NA,NA,NA,NA,NA
1995,4,3,1,1415,1415,1457,1500,WN,603,N348,42,45,35,-3,0,BNA,BHM,177,2,5,0,NA,0,NA,NA,NA,NA,NA
1999,5,13,4,626,630,825,828,HP,2282,N155AW,119,118,104,-3,-4,PHX,SJC,621,5,10,0,NA,0,NA,NA,NA,NA,NA
2000,3,16,4,NA,1115,NA,1238,UA,2028,UNKNOW,NA,83,NA,NA,NA,LAX,SFO,337,0,0,1,NA,0,NA,NA,NA,NA,NA
1995,8,28,1,1110,1110,1150,1200,WN,134,N20,40,50,32,-10,0,BHM,BNA,177,2,6,0,NA,0,NA,NA,NA,NA,NA
1988,3,10,4,840,840,1003,955,CO,776,NA,83,75,NA,8,0,PWM,EWR,284,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1997,4,24,4,624,625,726,717,CO,1025,N18513,62,52,46,9,-1,LFT,IAH,201,7,9,0,NA,0,NA,NA,NA,NA,NA
2006,10,10,2,1250,1240,1422,1412,OH,5295,N594SW,92,92,47,10,10,JFK,IAD,228,2,43,0,,0,0,0,0,0,0
1994,4,11,1,700,700,849,854,UA,687,NA,109,114,NA,-5,0,BHM,ORD,584,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2003,2,14,5,732,735,1028,1044,AA,1643,N538AA,236,249,217,-16,-3,LGA,HOU,1428,6,13,0,NA,0,NA,NA,NA,NA,NA
2000,12,10,7,1125,1130,1212,1221,DL,327,N908DA,47,51,32,-9,-5,PNS,MSY,186,6,9,0,NA,0,NA,NA,NA,NA,NA
2006,9,4,1,2012,2015,2128,2138,OH,5229,N331CA,76,83,62,-10,-3,CVG,RIC,413,3,11,0,,0,0,0,0,0,0
1995,5,16,2,749,748,927,931,TW,263,N906TW,98,103,82,-4,1,STL,DFW,551,4,12,0,NA,0,NA,NA,NA,NA,NA
2004,9,22,3,1755,1755,1955,2000,WN,439,N607SW,60,65,50,-5,0,PHX,ELP,347,3,7,0,,0,0,0,0,0,0
1994,8,27,6,1950,1905,2141,2110,NW,1197,NA,111,125,NA,31,45,EWR,DTW,487,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1992,10,4,7,2141,2140,2337,2323,AA,589,NA,236,223,NA,14,1,ORD,LAS,1515,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2006,3,29,3,1344,1345,1615,1626,US,2,N613AU,151,161,133,-11,-1,FLL,PHL,992,7,11,0,,0,0,0,0,0,0
1995,6,24,6,802,800,920,915,US,132,N254AU,78,75,57,5,2,RDU,PHL,336,5,16,0,NA,0,NA,NA,NA,NA,NA
2003,12,1,1,830,835,945,945,EV,4279,N881AS,75,70,43,0,-5,ATL,FLO,273,4,28,0,,0,0,0,0,0,0
2004,8,26,4,1425,1410,1548,1535,WN,1000,N737,83,85,65,13,15,MDW,OMA,423,3,15,0,,0,0,0,0,0,0
2004,6,19,6,2237,2125,2337,2232,EV,4714,N910AS,60,67,44,65,72,DFW,MLU,293,4,12,0,,0,0,65,0,0,0
2003,10,16,4,2040,2050,2216,2223,XE,2382,N12563,156,153,143,-7,-10,CLE,MSY,917,3,10,0,,0,0,0,0,0,0
2000,1,10,1,1504,1505,1510,1518,NW,437,N547US,66,73,50,-8,-1,DTW,MKE,238,2,14,0,NA,0,NA,NA,NA,NA,NA
2006,10,11,3,2148,2125,2319,2250,OO,3725,N216SW,91,85,70,29,23,SLC,CPR,320,4,17,0,,0,29,0,0,0,0
1996,5,18,6,1758,1755,1936,1958,US,1073,N526AU,158,183,144,-22,3,PIT,IAH,1117,3,11,0,NA,0,NA,NA,NA,NA,NA
1999,10,28,4,839,840,950,940,DL,1947,N2816W,131,120,107,10,-1,SLC,SEA,689,5,19,0,NA,0,NA,NA,NA,NA,NA
2005,3,22,2,905,905,1010,1015,WN,943,N783,65,70,52,-5,0,ISP,BWI,220,3,10,0,,0,0,0,0,0,0
1997,12,29,1,635,635,730,725,WN,560,N337,55,50,40,5,0,MCI,STL,237,5,10,0,NA,0,NA,NA,NA,NA,NA
1990,3,8,4,1240,1240,1312,1306,EA,996,NA,32,26,NA,6,0,STT,STX,45,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,6,4,7,1130,1130,1338,1343,CO,140,NA,128,133,NA,-5,0,IAH,IND,845,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1998,3,2,1,1302,1305,1647,1643,TW,136,N952U,165,158,140,4,-3,STL,EWR,872,5,20,0,NA,0,NA,NA,NA,NA,NA
2005,11,24,4,701,708,853,900,DL,1268,N3742C,112,112,84,-7,-7,CVG,LGA,585,17,11,0,,0,0,0,0,0,0
1997,2,22,6,1239,1205,1607,1535,UA,187,N1842U,328,330,295,32,34,SFO,HNL,2398,5,28,0,NA,0,NA,NA,NA,NA,NA
2003,6,19,4,1258,1259,1555,1538,AA,2387,N619AA,177,159,159,17,-1,DCA,MIA,920,5,13,0,,0,0,0,17,0,0
1991,5,31,5,1756,1755,1926,1918,AA,811,NA,90,83,NA,8,1,CRP,DFW,354,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2003,7,26,6,559,555,704,700,OO,6714,N912SW,65,65,144,4,4,ACV,SFO,250,5,15,0,,0,0,0,0,0,0
1990,3,22,4,1700,1650,1823,1816,US,2585,NA,83,86,NA,7,10,SAN,SMF,480,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2005,3,21,1,1950,1939,2116,2054,MQ,3699,N815AE,86,75,56,22,11,DFW,SGF,364,4,26,0,,0,7,0,11,0,4
2003,11,5,3,735,735,905,925,WN,1290,N790,150,170,140,-20,0,MHT,BNA,938,2,8,0,,0,0,0,0,0,0
2000,11,11,6,1309,1300,1352,1340,WN,2067,N673,103,100,95,12,9,DAL,ABQ,580,3,5,0,NA,0,NA,NA,NA,NA,NA
1999,12,27,1,850,850,1013,1013,TW,525,N9404V,83,83,60,0,0,STL,OMA,342,4,19,0,NA,0,NA,NA,NA,NA,NA
1996,3,26,2,1324,1320,1629,1559,AA,239,N216AA,245,219,209,30,4,ORD,PHX,1440,5,31,0,NA,0,NA,NA,NA,NA,NA
1989,8,24,4,1409,1250,1548,1422,TW,183,NA,159,152,NA,86,79,LGA,STL,887,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,5,16,1,1055,1050,1145,1133,NW,1002,NA,110,103,NA,12,5,GRR,MEM,591,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1995,3,6,1,1214,1210,1303,1300,WN,956,N514,49,50,35,3,4,LAS,ONT,197,2,12,0,NA,0,NA,NA,NA,NA,NA
1997,7,1,2,1753,1740,1929,1917,US,15,N645US,96,97,72,12,13,PHL,CLT,448,9,15,0,NA,0,NA,NA,NA,NA,NA
2000,3,29,3,1840,1840,2024,2017,DL,547,N6703D,104,97,78,7,0,SRQ,ATL,445,12,14,0,NA,0,NA,NA,NA,NA,NA
1990,7,27,5,1600,1550,1703,1705,CO,1067,NA,123,135,NA,-2,10,CLE,MCI,694,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,2,20,6,1700,1700,1722,1728,TW,211,NA,82,88,NA,-6,0,CMH,STL,410,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2001,8,1,3,632,635,903,915,DL,1575,#NAME?,151,160,128,-12,-3,PVD,ATL,903,12,11,0,NA,0,NA,NA,NA,NA,NA
2007,1,10,3,1532,1535,1650,1705,WN,2775,N486,78,90,67,-15,-3,SAN,OAK,446,4,7,0,,0,0,0,0,0,0
1994,4,26,2,1405,1405,1641,1638,US,508,NA,156,153,NA,3,0,MCO,LGA,950,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,2,11,4,1254,1251,1448,1445,AA,597,NA,114,114,NA,3,3,BNA,DFW,631,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2007,5,22,2,1120,1120,1311,1259,NW,187,N358NW,231,219,210,12,0,MSP,SAN,1532,5,16,0,,0,0,0,0,0,0
1994,1,31,1,2023,2020,2300,2258,TW,190,NA,97,98,NA,2,3,STL,PIT,553,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1995,8,12,6,1108,1110,1550,1601,NW,440,N727RW,162,171,133,-11,-2,DEN,DTW,1123,13,16,0,NA,0,NA,NA,NA,NA,NA
2005,6,17,5,1538,1520,1639,1647,AA,1037,N4TYAA,121,147,106,-8,18,EWR,ORD,719,5,10,0,,0,0,0,0,0,0
2000,2,1,2,1308,1310,1526,1510,CO,197,N17719,138,120,114,16,-2,BOS,CLE,563,5,19,0,NA,0,NA,NA,NA,NA,NA
1991,6,8,6,855,855,1047,1050,AA,1239,NA,112,115,NA,-3,0,RDU,RSW,667,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1992,11,21,6,1319,1319,1421,1435,TW,519,NA,122,136,NA,-14,0,RDU,STL,667,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2000,1,11,2,1455,1457,1611,1609,US,2361,N226US,76,72,65,2,-2,ORF,CLT,290,4,7,0,NA,0,NA,NA,NA,NA,NA
2007,11,19,1,1510,1445,1753,1741,B6,537,N630JB,163,176,129,12,25,EWR,TPA,998,8,26,0,,0,0,0,0,0,0
2004,5,2,7,1917,1920,2231,2234,XE,2186,N15980,134,134,104,-3,-3,IAH,GSP,838,5,25,0,,0,0,0,0,0,0
2007,8,19,7,1046,1025,1147,1120,AA,898,N290AA,61,55,36,27,21,DFW,OKC,175,7,18,0,,0,21,0,6,0,0
1993,1,12,2,1045,1045,1047,1050,WN,762,NA,62,65,NA,-3,0,PHX,LAS,256,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2007,1,8,1,1950,1915,2244,2220,WN,1652,N511,114,125,101,24,35,PHX,OKC,833,3,10,0,,0,24,0,0,0,0
1998,12,17,4,2040,2005,2141,2120,WN,504,N399,61,75,51,21,35,TUL,STL,351,3,7,0,NA,0,NA,NA,NA,NA,NA
